,medical_abstracts,problems_described
1081,"['region', 'wall', 'thicken', 'left', 'ventricl', 'evalu', 'gate', 'positron', 'emiss', 'tomographi', 'relat', 'myocardi', 'perfus', 'glucos', 'metabol', 'region', 'wall', 'thicken', 'assess', 'electrocardiograph', 'gate', 'positron', 'emiss', 'tomographi', 'ecggat', 'pet', 'coronari', 'arteri', 'standard', 'percent', 'count', 'increas', 'enddiastol', 'endsystol', 'spercent', 'cl', 'calcul', 'index', 'wall', 'thicken', 'spercent', 'cl', 'segment', 'perfus', 'rest', 'mild', 'hypoperfus', 'sever', 'hypoperfus', 'less', 'among', 'segment', 'rest', 'hypoperfus', 'spercent', 'cl', 'without', 'stressinduc', 'ischemia', 'ischemia', 'less', 'furthermor', 'among', 'rest', 'sever', 'hypoperfus', 'spercent', 'cl', 'segment', 'without', 'fluorine18fluorodeoxyglucos', 'fdg', 'uptak', 'fdg', 'uptak', 'less', 'result', 'suggest', 'stressinduc', 'ischemia', 'fdg', 'accumul', 'correl', 'wall', 'thicken', 'thus', 'quantit', 'analysi', 'region', 'wall', 'thicken', 'seem', 'use', 'combin', 'analysi', 'region', 'function', 'perfus', 'metabol', 'coronari', 'regional', 'wall', 'thicken', 'leave', 'ventricle', 'evaluate', 'gate', 'positron', 'emission', 'tomography', 'relation', 'myocardial', 'perfusion', 'glucose', 'metabolism', 'regional', 'wall', 'thicken', 'assess', 'electrocardiographically', 'gate', 'positron', 'emission', 'tomography', 'ecggated', 'pet', 'coronary', 'artery', 'standardize', 'percent', 'count', 'increase', 'enddiastole', 'endsystole', 'spercent', 'cl', 'calculate', 'index', 'wall', 'thicken', 'spercent', 'cl', 'segment', 'perfusion', 'rest', 'mild', 'hypoperfusion', 'severe', 'hypoperfusion', 'less', 'among', 'segment', 'rest', 'hypoperfusion', 'spercent', 'cl', 'without', 'stressinduced', 'ischemia', 'ischemia', 'less', 'furthermore', 'among', 'rest', 'severe', 'hypoperfusion', 'spercent', 'cl', 'segment', 'without', 'fluorine18fluorodeoxyglucose', 'fdg', 'uptake', 'fdg', 'uptake', 'less', 'result', 'suggest', 'stressinduced', 'ischemia', 'fdg', 'accumulation', 'correlate', 'wall', 'thicken', 'thus', 'quantitative', 'analysis', 'regional', 'wall', 'thicken', 'seem', 'useful', 'combine', 'analysis', 'regional', 'function', 'perfusion', 'metabolism', 'coronary']",4
5987,"['refractori', 'parastom', 'ulcer', 'multidisciplinari', 'approach', 'chronic', 'parastom', 'ulcer', 'ileostomi', 'colostomi', 'stoma', 'unusu', 'previous', 'report', 'implic', 'infect', 'fistula', 'recurr', 'inflammatori', 'bowel', 'ibd', 'pyoderma', 'gangrenosum', 'trauma', 'past', 'evalu', 'refractori', 'parastom', 'ulcer', 'occur', 'mean', 'stomal', 'surgeri', 'eight', 'ileostomi', 'ibd', 'undergon', 'colostomi', 'colon', 'cancer', 'five', 'ibd', 'diagnos', 'pyoderma', 'gangrenosum', 'ulcer', 'requir', 'system', 'mean', 'week', 'ulcer', 'heal', 'five', 'either', 'parastom', 'ulcer', 'basi', 'dermatos', 'contact', 'dermat', 'eczema', 'bullous', 'pemphigoid', 'contact', 'ulcer', 'due', 'facepl', 'pressur', 'parastom', 'dermat', 'receiv', 'topic', 'heal', 'ulcer', 'mean', 'week', 'conclud', 'parastom', 'ulcer', 'occur', 'without', 'ibd', 'ibd', 'without', 'classic', 'pyoderma', 'gangrenosum', 'requir', 'earli', 'dermatolog', 'evalu', 'respond', 'relat', 'quick', 'appropri', 'local', 'therapi', 'refractory', 'parastomal', 'ulcers', 'multidisciplinary', 'approach', 'chronic', 'parastomal', 'ulcers', 'ileostomy', 'colostomy', 'stomas', 'unusual', 'previous', 'report', 'implicate', 'infections', 'fistulas', 'recurrent', 'inflammatory', 'bowel', 'ibd', 'pyoderma', 'gangrenosum', 'trauma', 'past', 'evaluate', 'refractory', 'parastomal', 'ulcers', 'occur', 'mean', 'stomal', 'surgery', 'eight', 'ileostomy', 'ibd', 'undergo', 'colostomy', 'colon', 'cancer', 'five', 'ibd', 'diagnose', 'pyoderma', 'gangrenosum', 'ulcerations', 'require', 'systemic', 'mean', 'weeks', 'ulcer', 'heal', 'five', 'either', 'parastomal', 'ulcers', 'basis', 'dermatoses', 'contact', 'dermatitis', 'eczema', 'bullous', 'pemphigoid', 'contact', 'ulcers', 'due', 'faceplate', 'pressure', 'parastomal', 'dermatitis', 'receive', 'topical', 'heal', 'ulcers', 'mean', 'weeks', 'conclude', 'parastomal', 'ulcers', 'occur', 'without', 'ibd', 'ibd', 'without', 'classic', 'pyoderma', 'gangrenosum', 'require', 'early', 'dermatologic', 'evaluation', 'respond', 'relatively', 'quickly', 'appropriate', 'local', 'therapy']",1
5929,"['new', 'syndrom', 'congenit', 'hypoparathyroid', 'sever', 'growth', 'failur', 'dysmorph', 'featur', 'twelv', 'infant', 'six', 'boy', 'six', 'girl', 'sever', 'hypocalcaem', 'tetani', 'convuls', 'seen', 'period', 'nine', 'symptomat', 'newborn', 'period', 'hypocalcaemia', 'hyperphosphataemia', 'low', 'concentr', 'immunoreact', 'parathyroid', 'hormon', 'none', 'babi', 'suffer', 'congenit', 'cardiac', 'cell', 'mediat', 'immun', 'measur', 'five', 'chromosom', 'abnorm', 'share', 'sever', 'dysmorph', 'featur', 'includ', 'deep', 'set', 'eye', 'microcephali', 'thin', 'lip', 'beak', 'nose', 'tip', 'extern', 'ear', 'anomali', 'micrognathia', 'depress', 'nasal', 'bridg', 'mental', 'retard', 'vari', 'degre', 'sever', 'intrauterin', 'postnat', 'growth', 'retard', 'die', 'remain', 'eight', 'treatment', 'vitamin', 'calcium', 'supplement', 'chang', 'growth', 'pattern', 'believ', 'associ', 'congenit', 'hypoparathyroid', 'sever', 'growth', 'failur', 'dysmorph', 'repres', 'new', 'syndrom', 'new', 'syndrome', 'congenital', 'hypoparathyroidism', 'severe', 'growth', 'failure', 'dysmorphic', 'feature', 'twelve', 'infants', 'six', 'boys', 'six', 'girls', 'severe', 'hypocalcaemic', 'tetany', 'convulsions', 'see', 'period', 'nine', 'symptomatic', 'newborn', 'period', 'hypocalcaemia', 'hyperphosphataemia', 'low', 'concentrations', 'immunoreactive', 'parathyroid', 'hormone', 'none', 'baby', 'suffer', 'congenital', 'cardiac', 'cell', 'mediate', 'immunity', 'measure', 'five', 'chromosomal', 'abnormalities', 'share', 'several', 'dysmorphic', 'feature', 'include', 'deep', 'set', 'eye', 'microcephaly', 'thin', 'lips', 'beak', 'nose', 'tip', 'external', 'ear', 'anomalies', 'micrognathia', 'depress', 'nasal', 'bridge', 'mental', 'retardation', 'vary', 'degree', 'severe', 'intrauterine', 'postnatal', 'growth', 'retardation', 'die', 'remain', 'eight', 'treatments', 'vitamin', 'calcium', 'supplement', 'change', 'growth', 'pattern', 'believe', 'association', 'congenital', 'hypoparathyroidism', 'severe', 'growth', 'failure', 'dysmorphism', 'represent', 'new', 'syndrome']",5
4670,"['endourolog', 'ureteroenter', 'anastomot', 'strictur', 'longterm', 'followup', 'report', 'initi', 'experi', 'endosurg', 'incision', 'approach', 'ureteroenter', 'anastomot', 'strictur', 'endoureterotomi', 'extend', 'initi', 'report', 'encompass', 'ureteroenter', 'strictur', 'follow', 'averag', 'endosurg', 'approach', 'well', 'toler', 'blood', 'loss', 'less', 'cc', 'hospit', 'stay', 'averag', 'day', 'extern', 'stent', 'left', 'place', 'week', 'postop', 'strictur', 'perman', 'extern', 'cathet', 'left', 'strictur', 'due', 'presenc', 'metastat', 'complet', 'dens', 'strictur', 'major', 'complic', 'ureteroenter', 'fistula', 'heal', 'ureter', 'stent', 'without', 'open', 'surgic', 'intervent', 'among', 'ureteroenter', 'strictur', 'stent', 'remov', 'ureteroenter', 'area', 'remain', 'patent', 'averag', 'followup', 'month', 'rang', 'month', 'failur', 'metastat', 'general', 'debil', 'unexplain', 'seri', 'endosurg', 'approach', 'ureteroenter', 'strictur', 'provid', 'longterm', 'satisfactori', 'manag', 'problem', 'major', 'benign', 'malign', 'current', 'standard', 'would', 'consid', 'candid', 'open', 'surgic', 'repair', 'endourological', 'ureteroenteric', 'anastomotic', 'strictures', 'longterm', 'followup', 'report', 'initial', 'experience', 'endosurgical', 'incisional', 'approach', 'ureteroenteric', 'anastomotic', 'strictures', 'endoureterotomy', 'extend', 'initial', 'report', 'encompass', 'ureteroenteric', 'strictures', 'follow', 'average', 'endosurgical', 'approach', 'well', 'tolerate', 'blood', 'loss', 'less', 'cc', 'hospital', 'stay', 'average', 'days', 'external', 'stent', 'leave', 'place', 'weeks', 'postoperatively', 'strictures', 'permanent', 'external', 'catheter', 'leave', 'strictures', 'due', 'presence', 'metastatic', 'complete', 'dense', 'stricture', 'major', 'complication', 'ureteroenteric', 'fistula', 'heal', 'ureteral', 'stent', 'without', 'open', 'surgical', 'intervention', 'among', 'ureteroenteric', 'strictures', 'stent', 'remove', 'ureteroenteric', 'area', 'remain', 'patent', 'average', 'followup', 'months', 'range', 'months', 'failures', 'metastatic', 'generalize', 'debility', 'unexplained', 'series', 'endosurgical', 'approach', 'ureteroenteric', 'strictures', 'provide', 'longterm', 'satisfactory', 'management', 'problem', 'majority', 'benign', 'malignant', 'current', 'standards', 'would', 'consider', 'candidate', 'open', 'surgical', 'repair']",5
5126,"['neurolog', 'abnorm', 'ehrlichiosi', 'ehrlichiosi', 'tickborn', 'rickettsi', 'character', 'fever', 'headach', 'myalgia', 'anorexia', 'occasion', 'rash', 'chang', 'mental', 'status', 'upper', 'motor', 'neuron', 'sign', 'cerebrospin', 'fluid', 'pleocytosi', 'increas', 'serum', 'protein', 'level', 'associ', 'serolog', 'confirm', 'ehrlichiosi', 'like', 'due', 'vascul', 'involv', 'central', 'nervous', 'system', 'intraleukocyt', 'inclus', 'observ', 'infrequ', 'report', 'ehrlichiosi', 'neurologic', 'abnormalities', 'ehrlichiosis', 'ehrlichiosis', 'tickborne', 'rickettsial', 'characterize', 'fever', 'headache', 'myalgias', 'anorexia', 'occasionally', 'rash', 'change', 'mental', 'status', 'upper', 'motor', 'neuron', 'sign', 'cerebrospinal', 'fluid', 'pleocytosis', 'increase', 'serum', 'protein', 'level', 'association', 'serologically', 'confirm', 'ehrlichiosis', 'likely', 'due', 'vasculitis', 'involve', 'central', 'nervous', 'system', 'intraleukocytic', 'inclusions', 'observe', 'infrequently', 'report', 'ehrlichiosis']",4
4329,"['sclerotherapi', 'esophag', 'varic', 'endoscop', 'inject', 'sclerotherapi', 'ei', 'frequent', 'use', 'esophag', 'varic', 'control', 'acut', 'hemorrhag', 'prophylaxi', 'old', 'techniqu', 'interest', 'ei', 'increas', 'method', 'improv', 'outcom', 'clinic', 'trial', 'ei', 'acut', 'hemorrhag', 'demonstr', 'efficaci', 'improv', 'outcom', 'research', 'disagre', 'find', 'recent', 'data', 'prophylaxi', 'ei', 'fail', 'support', 'valu', 'ei', 'indic', 'ethanolamin', 'oleat', 'compar', 'favor', 'scleros', 'agent', 'current', 'approv', 'ei', 'intravaric', 'method', 'use', 'frequent', 'paravaric', 'method', 'better', 'efficaci', 'perform', 'rapid', 'percentag', 'develop', 'signific', 'complic', 'ei', 'high', 'percent', 'common', 'complic', 'includ', 'retrostern', 'pain', 'pyrexia', 'sepsi', 'ei', 'current', 'import', 'clinic', 'tool', 'manag', 'esophag', 'varic', 'sclerotherapy', 'esophageal', 'varices', 'endoscopic', 'injection', 'sclerotherapy', 'eis', 'frequently', 'use', 'esophageal', 'varices', 'control', 'acute', 'hemorrhage', 'prophylaxis', 'old', 'technique', 'interest', 'eis', 'increase', 'methods', 'improve', 'outcomes', 'clinical', 'trials', 'eis', 'acute', 'hemorrhage', 'demonstrate', 'efficacy', 'improve', 'outcome', 'researchers', 'disagree', 'find', 'recent', 'data', 'prophylaxis', 'eis', 'fail', 'support', 'value', 'eis', 'indication', 'ethanolamine', 'oleate', 'compare', 'favorably', 'sclerosing', 'agents', 'currently', 'approve', 'eis', 'intravariceal', 'method', 'use', 'frequently', 'paravariceal', 'method', 'better', 'efficacy', 'perform', 'rapidly', 'percentage', 'develop', 'significant', 'complications', 'eis', 'high', 'percent', 'common', 'complications', 'include', 'retrosternal', 'pain', 'pyrexia', 'sepsis', 'eis', 'currently', 'important', 'clinical', 'tool', 'management', 'esophageal', 'varices']",2
4469,"['weight', 'reduct', 'obes', 'hypertens', 'test', 'feasibl', 'lowtechnolog', 'officebas', 'approach', 'weight', 'reduct', 'obes', 'hypertens', 'famili', 'practic', 'resid', 'random', 'assign', 'either', 'experiment', 'control', 'physician', 'experiment', 'instruct', 'method', 'weight', 'reduct', 'pass', 'experiment', 'physician', 'seen', 'month', 'diet', 'discuss', 'improv', 'suggest', 'control', 'receiv', 'usual', 'care', 'six', 'month', 'experiment', 'lost', 'signific', 'weight', 'control', 'signific', 'reduc', 'number', 'antihypertens', 'drug', 'maintain', 'blood', 'pressur', 'control', 'month', 'signific', 'differ', 'group', 'respect', 'weight', 'loss', 'blood', 'pressur', 'number', 'antihypertens', 'drug', 'experiment', 'control', 'lost', 'weight', 'visit', 'physician', 'frequent', 'reduc', 'number', 'antihypertens', 'medic', 'take', 'educ', 'orient', 'intervent', 'trial', 'exampl', 'type', 'research', 'practic', 'perform', 'famili', 'practic', 'center', 'applic', 'famili', 'physician', 'offic', 'weight', 'reduction', 'obese', 'hypertensive', 'test', 'feasibility', 'lowtechnology', 'officebased', 'approach', 'weight', 'reduction', 'obese', 'hypertensive', 'family', 'practice', 'residents', 'randomly', 'assign', 'either', 'experimental', 'control', 'physicians', 'experimental', 'instruct', 'methods', 'weight', 'reduction', 'pass', 'experimental', 'physicians', 'see', 'monthly', 'diet', 'discuss', 'improvements', 'suggest', 'control', 'receive', 'usual', 'care', 'six', 'months', 'experimental', 'lose', 'significantly', 'weight', 'control', 'significantly', 'reduce', 'number', 'antihypertensive', 'drug', 'maintain', 'blood', 'pressure', 'control', 'months', 'significant', 'difference', 'group', 'respect', 'weight', 'loss', 'blood', 'pressure', 'number', 'antihypertensive', 'drug', 'experimental', 'control', 'lose', 'weight', 'visit', 'physicians', 'frequently', 'reduce', 'number', 'antihypertensive', 'medications', 'take', 'educationally', 'orient', 'intervention', 'trial', 'example', 'type', 'research', 'practical', 'perform', 'family', 'practice', 'center', 'applicable', 'family', 'physicians', 'offices']",4
2407,"['real', 'impact', 'mechan', 'bridg', 'strategi', 'sever', 'acut', 'infarct', 'result', 'obtain', 'past', 'refer', 'acut', 'myocardi', 'infarct', 'ami', 'cardiogen', 'shock', 'mechan', 'bridg', 'urgent', 'transplant', 'permit', 'assess', 'real', 'impact', 'present', 'strategi', 'clinic', 'practic', 'ten', 'mean', 'admit', 'serious', 'condit', 'ci', 'lminm2', 'pcwp', 'mmhg', 'systol', 'aortic', 'pressur', 'mmhg', 'urin', 'output', 'mlhr', 'treat', 'maxim', 'sympathomimet', 'support', 'iv', 'enoximon', 'implant', 'total', 'artifici', 'heart', 'tah', 'left', 'ventricular', 'assist', 'devic', 'lvad', 'recurr', 'fibril', 'despit', 'hemodynam', 'improv', 'within', 'hr', 'receiv', 'transplant', 'live', 'well', 'month', 'seven', 'initi', 'improv', 'mark', 'list', 'urgent', 'transplant', 'candid', 'success', 'transplant', 'die', 'sudden', 'day', 'respect', 'undergon', 'success', 'coronari', 'surgeri', 'diabet', 'secondarili', 'reject', 'transplant', 'die', 'experi', 'clear', 'show', 'despit', 'initi', 'spectacular', 'hemodynam', 'improv', 'due', 'optim', 'medic', 'manag', 'death', 'rate', 'transplant', 'sudden', 'ventricular', 'fibril', 'remain', 'unaccept', 'high', 'prompt', 'earli', 'mechan', 'support', 'less', 'invas', 'system', 'ami', 'real', 'impact', 'mechanical', 'bridge', 'strategy', 'severe', 'acute', 'infarction', 'result', 'obtain', 'past', 'refer', 'acute', 'myocardial', 'infarction', 'ami', 'cardiogenic', 'shock', 'mechanical', 'bridge', 'urgent', 'transplantation', 'permit', 'assess', 'real', 'impact', 'present', 'strategy', 'clinical', 'practice', 'ten', 'mean', 'admit', 'serious', 'condition', 'ci', 'lminm2', 'pcwp', 'mmhg', 'systolic', 'aortic', 'pressure', 'mmhg', 'urine', 'output', 'mlhr', 'treat', 'maximal', 'sympathomimetic', 'support', 'iv', 'enoximone', 'implant', 'total', 'artificial', 'heart', 'tah', 'leave', 'ventricular', 'assist', 'device', 'lvad', 'recurrent', 'fibrillation', 'despite', 'hemodynamic', 'improvement', 'within', 'hr', 'receive', 'transplant', 'live', 'well', 'months', 'seven', 'initially', 'improve', 'markedly', 'list', 'urgent', 'transplant', 'candidates', 'successfully', 'transplant', 'die', 'suddenly', 'days', 'respectively', 'undergo', 'successful', 'coronary', 'surgery', 'diabetic', 'secondarily', 'reject', 'transplant', 'die', 'experience', 'clearly', 'show', 'despite', 'initial', 'spectacular', 'hemodynamic', 'improvement', 'due', 'optimize', 'medical', 'management', 'death', 'rate', 'transplant', 'sudden', 'ventricular', 'fibrillation', 'remain', 'unacceptably', 'high', 'prompt', 'early', 'mechanical', 'support', 'less', 'invasive', 'systems', 'ami']",4
3130,"['intralumin', 'pressur', 'adjac', 'left', 'colon', 'anastomos', 'cumul', 'total', 'h', 'pressur', 'data', 'acquir', 'side', 'left', 'colon', 'anastomosi', 'median', 'period', 'postop', 'day', 'colon', 'ileus', 'last', 'day', 'proxim', 'distal', 'inact', 'intralumin', 'pressur', 'remain', 'within', 'mmhg', 'atmospher', 'pressur', 'recoveri', 'activ', 'pressur', 'proxim', 'anastomosi', 'excess', 'mmhg', 'occur', 'less', 'per', 'cent', 'record', 'time', 'distal', 'peak', 'pressur', 'signific', 'elev', 'respect', 'proxim', 'site', 'less', 'twothird', 'distal', 'pressur', 'record', 'mmhg', 'per', 'cent', 'less', 'mmhg', 'peak', 'distal', 'pressur', 'mmhg', 'distal', 'repetit', 'tonic', 'contract', 'creat', 'pressur', 'differ', 'across', 'anastomosi', 'mean', 'mmhg', 'peak', 'mmhg', 'contract', 'persist', 'min', 'intralumin', 'pressur', 'unlik', 'play', 'role', 'anastomot', 'dehisc', 'intraluminal', 'pressure', 'adjacent', 'leave', 'colonic', 'anastomose', 'cumulative', 'total', 'h', 'pressure', 'data', 'acquire', 'side', 'leave', 'colonic', 'anastomosis', 'median', 'period', 'postoperative', 'days', 'colonic', 'ileus', 'last', 'days', 'proximal', 'distal', 'inactivity', 'intraluminal', 'pressure', 'remain', 'within', 'mmhg', 'atmospheric', 'pressure', 'recovery', 'activity', 'pressure', 'proximal', 'anastomosis', 'excess', 'mmhg', 'occur', 'less', 'per', 'cent', 'record', 'time', 'distal', 'peak', 'pressure', 'significantly', 'elevate', 'respect', 'proximal', 'site', 'less', 'twothirds', 'distal', 'pressure', 'record', 'mmhg', 'per', 'cent', 'less', 'mmhg', 'peak', 'distal', 'pressure', 'mmhg', 'distal', 'repetitive', 'tonic', 'contractions', 'create', 'pressure', 'difference', 'across', 'anastomosis', 'mean', 'mmhg', 'peak', 'mmhg', 'contraction', 'persist', 'min', 'intraluminal', 'pressure', 'unlikely', 'play', 'role', 'anastomotic', 'dehiscence']",5
5300,"['impair', 'insulin', 'action', 'skelet', 'muscl', 'metabol', 'essenti', 'hypertens', 'previous', 'studi', 'shown', 'essenti', 'hypertens', 'frequent', 'insulin', 'resist', 'tissu', 'respons', 'metabol', 'alter', 'defin', 'test', 'hypothesi', 'skelet', 'muscl', 'site', 'insulin', 'resist', 'essenti', 'hypertens', 'perfus', 'forearm', 'techniqu', 'eight', 'hypertens', 'bodi', 'mass', 'index', 'kgm2', 'intraarteri', 'mean', 'blood', 'pressur', 'mm', 'hg', 'seven', 'normotens', 'bodi', 'mass', 'index', 'kgm2', 'mean', 'blood', 'pressur', 'mm', 'hg', 'male', 'volunt', 'glucos', 'ingest', 'gm2', 'glucos', 'toler', 'maintain', 'expens', 'heighten', 'plasma', 'insulin', 'respons', 'suggest', 'presenc', 'insulin', 'resist', 'grade', 'local', 'intraarteri', 'hyperinsulinemia', 'encompass', 'physiolog', 'rang', 'milliunitsl', 'glucos', 'uptak', 'forearm', 'tissu', 'signific', 'less', 'reduc', 'hypertens', 'subject', 'control', 'five', 'insulin', 'step', 'averag', 'addit', 'forearm', 'lactat', 'pyruv', 'releas', 'signific', 'less', 'stimul', 'hypertens', 'normotens', 'less', 'presum', 'consequ', 'decreas', 'glucos', 'influx', 'forearm', 'exchang', 'oxygen', 'carbon', 'dioxid', 'lipid', 'substrat', 'free', 'fatti', 'acid', 'glycerol', 'betahydroxybutyr', 'potassium', 'similar', 'hypertens', 'normotens', 'group', 'basal', 'state', 'insulin', 'oxygen', 'consumpt', 'carbon', 'dioxid', 'product', 'respiratori', 'quotient', 'either', 'wherea', 'stimul', 'free', 'fatti', 'acid', 'glycerol', 'potassium', 'uptak', 'extent', 'hypertens', 'normotens', 'group', 'impair', 'insulin', 'action', 'skeletal', 'muscle', 'metabolism', 'essential', 'hypertension', 'previous', 'study', 'show', 'essential', 'hypertension', 'frequently', 'insulin', 'resistance', 'tissue', 'responsible', 'metabolic', 'alteration', 'define', 'test', 'hypothesis', 'skeletal', 'muscle', 'site', 'insulin', 'resistance', 'essential', 'hypertension', 'perfuse', 'forearm', 'technique', 'eight', 'hypertensive', 'body', 'mass', 'index', 'kgm2', 'intraarterial', 'mean', 'blood', 'pressure', 'mm', 'hg', 'seven', 'normotensive', 'body', 'mass', 'index', 'kgm2', 'mean', 'blood', 'pressure', 'mm', 'hg', 'male', 'volunteer', 'glucose', 'ingestion', 'gm2', 'glucose', 'tolerance', 'maintain', 'expense', 'heighten', 'plasma', 'insulin', 'response', 'suggest', 'presence', 'insulin', 'resistance', 'grade', 'local', 'intraarterial', 'hyperinsulinemia', 'encompass', 'physiological', 'range', 'milliunitsl', 'glucose', 'uptake', 'forearm', 'tissue', 'significantly', 'less', 'reduce', 'hypertensive', 'subject', 'control', 'five', 'insulin', 'step', 'average', 'addition', 'forearm', 'lactate', 'pyruvate', 'release', 'significantly', 'less', 'stimulate', 'hypertensive', 'normotensive', 'less', 'presumably', 'consequence', 'decrease', 'glucose', 'influx', 'forearm', 'exchange', 'oxygen', 'carbon', 'dioxide', 'lipid', 'substrates', 'free', 'fatty', 'acids', 'glycerol', 'betahydroxybutyrate', 'potassium', 'similar', 'hypertensive', 'normotensive', 'group', 'basal', 'state', 'insulin', 'oxygen', 'consumption', 'carbon', 'dioxide', 'production', 'respiratory', 'quotient', 'either', 'whereas', 'stimulate', 'free', 'fatty', 'acids', 'glycerol', 'potassium', 'uptake', 'extent', 'hypertensive', 'normotensive', 'group']",4
